SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
ALL,ALL,5/23/2022 12:00:00 AM,85.56
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG",5/23/2022 12:00:00 AM,86.77
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,5/23/2022 12:00:00 AM,82.86
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,5/23/2022 12:00:00 AM,79.74
17K548,BROOKLYN SCHOOL FOR MUSIC   THEATRE,5/23/2022 12:00:00 AM,76.36
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,5/23/2022 12:00:00 AM,47.05
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,5/23/2022 12:00:00 AM,87.59
17K600,CLARA BARTON HIGH SCHOOL,5/23/2022 12:00:00 AM,73.86
17K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,5/23/2022 12:00:00 AM,37.77
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,5/23/2022 12:00:00 AM,88.77
17K722,NEW HEIGHTS MIDDLE SCHOOL,5/23/2022 12:00:00 AM,90.14
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,5/23/2022 12:00:00 AM,86.91
17K751,ACADEMY FOR HEALTH CAREERS,5/23/2022 12:00:00 AM,63.48
17K770,P.S. 770 NEW AMERICAN ACADEMY,5/23/2022 12:00:00 AM,88.88
18K066,P.S. 66,5/23/2022 12:00:00 AM,90.93
18K068,I.S. 068 ISAAC BILDERSEE,5/23/2022 12:00:00 AM,87.14
18K114,P.S. 114 RYDER ELEMENTARY,5/23/2022 12:00:00 AM,86.46
18K115,P.S. 115 DANIEL MUCATEL SCHOOL,5/23/2022 12:00:00 AM,89.98
18K135,P.S. 135 SHELDON A. BROOKNER,5/23/2022 12:00:00 AM,90.22
18K208,P.S. 208 ELSA EBELING,5/23/2022 12:00:00 AM,92.25
18K211,I.S. 211 JOHN WILSON,5/23/2022 12:00:00 AM,90.74
18K219,P.S. 219 KENNEDY KING,5/23/2022 12:00:00 AM,89.28
