SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
ALL,ALL,5/9/2022 12:00:00 AM,85.20
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG",5/9/2022 12:00:00 AM,86.15
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,5/9/2022 12:00:00 AM,85.10
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,5/9/2022 12:00:00 AM,80.25
17K548,BROOKLYN SCHOOL FOR MUSIC   THEATRE,5/9/2022 12:00:00 AM,78.63
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,5/9/2022 12:00:00 AM,41.79
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,5/9/2022 12:00:00 AM,87.51
17K600,CLARA BARTON HIGH SCHOOL,5/9/2022 12:00:00 AM,73.41
17K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,5/9/2022 12:00:00 AM,47.01
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,5/9/2022 12:00:00 AM,87.16
17K722,NEW HEIGHTS MIDDLE SCHOOL,5/9/2022 12:00:00 AM,96.24
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,5/9/2022 12:00:00 AM,84.79
17K751,ACADEMY FOR HEALTH CAREERS,5/9/2022 12:00:00 AM,61.31
17K770,P.S. 770 NEW AMERICAN ACADEMY,5/9/2022 12:00:00 AM,87.54
18K066,P.S. 66,5/9/2022 12:00:00 AM,88.08
18K068,I.S. 068 ISAAC BILDERSEE,5/9/2022 12:00:00 AM,87.82
18K114,P.S. 114 RYDER ELEMENTARY,5/9/2022 12:00:00 AM,85.48
18K115,P.S. 115 DANIEL MUCATEL SCHOOL,5/9/2022 12:00:00 AM,88.28
18K135,P.S. 135 SHELDON A. BROOKNER,5/9/2022 12:00:00 AM,88.54
18K208,P.S. 208 ELSA EBELING,5/9/2022 12:00:00 AM,86.29
18K211,I.S. 211 JOHN WILSON,5/9/2022 12:00:00 AM,86.57
18K219,P.S. 219 KENNEDY KING,5/9/2022 12:00:00 AM,82.84
18K233,P.S. 233 LANGSTON HUGHES,5/9/2022 12:00:00 AM,86.20
18K235,P.S. 235 JANICE MARIE KNIGHT SCHOOL,5/9/2022 12:00:00 AM,86.76
18K244,P.S. 244 RICHARD R. GREEN,5/9/2022 12:00:00 AM,90.37
18K268,P.S. 268 EMMA LAZARUS,5/9/2022 12:00:00 AM,89.80
18K272,P.S. 272 CURTIS ESTABROOK,5/9/2022 12:00:00 AM,83.01
18K276,P.S. 276 LOUIS MARSHALL,5/9/2022 12:00:00 AM,87.20
18K279,P.S. 279 HERMAN SCHREIBER,5/9/2022 12:00:00 AM,92.41
18K285,I.S. 285 MEYER LEVIN,5/9/2022 12:00:00 AM,92.04
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,5/9/2022 12:00:00 AM,91.94
18K563,IT TAKES A VILLAGE ACADEMY,5/9/2022 12:00:00 AM,76.73
18K566,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND,5/9/2022 12:00:00 AM,69.85
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,5/9/2022 12:00:00 AM,77.94
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,5/9/2022 12:00:00 AM,76.35
18K576,VICTORY COLLEGIATE HIGH SCHOOL,5/9/2022 12:00:00 AM,70.51
18K578,BROOKLYN BRIDGE ACADEMY,5/9/2022 12:00:00 AM,51.09
18K581,"THE MIDDLE SCHOOL OF MEDIA, LAW AND FINE ARTS",5/9/2022 12:00:00 AM,89.82
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,5/9/2022 12:00:00 AM,89.87
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,5/9/2022 12:00:00 AM,81.60
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,5/9/2022 12:00:00 AM,84.36
18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,5/9/2022 12:00:00 AM,81.17
18K635,OLYMPUS ACADEMY,5/9/2022 12:00:00 AM,54.74
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,5/9/2022 12:00:00 AM,69.91
18K642,URBAN ACTION ACADEMY,5/9/2022 12:00:00 AM,70.07
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,5/9/2022 12:00:00 AM,50.74
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,5/9/2022 12:00:00 AM,93.85
19K007,P.S. 007 ABRAHAM LINCOLN,5/9/2022 12:00:00 AM,92.28
19K013,P.S. 013 ROBERTO CLEMENTE,5/9/2022 12:00:00 AM,84.63
19K065,P.S. 065,5/9/2022 12:00:00 AM,90.85
19K089,P.S. 089 CYPRESS HILLS,5/9/2022 12:00:00 AM,93.39
19K108,P.S. 108 SAL ABBRACCIAMENTO,5/9/2022 12:00:00 AM,89.82
19K149,P.S. 149 DANNY KAYE,5/9/2022 12:00:00 AM,94.92
19K158,P.S. 158 WARWICK,5/9/2022 12:00:00 AM,83.41
19K159,P.S. 159 ISAAC PITKIN,5/9/2022 12:00:00 AM,86.18
19K171,I.S. 171 ABRAHAM LINCOLN,5/9/2022 12:00:00 AM,91.88
19K190,P.S. 190 SHEFFIELD,5/9/2022 12:00:00 AM,79.69
19K202,P.S. 202 ERNEST S. JENKYNS,5/9/2022 12:00:00 AM,79.76
19K213,P.S. 213 NEW LOTS,5/9/2022 12:00:00 AM,85.65
19K214,P.S. 214 MICHAEL FRIEDSAM,5/9/2022 12:00:00 AM,85.26
19K218,J.H.S. 218 JAMES P. SINNOTT,5/9/2022 12:00:00 AM,83.80
19K224,P.S. 224 HALE A. WOODRUFF,5/9/2022 12:00:00 AM,78.76
19K273,P.S. 273 WORTMAN,5/9/2022 12:00:00 AM,78.64
19K290,P.S. 290 JUAN MOREL CAMPOS,5/9/2022 12:00:00 AM,91.77
19K292,J.H.S. 292 MARGARET S. DOUGLAS,5/9/2022 12:00:00 AM,84.65
19K306,P.S. 306 ETHAN ALLEN,5/9/2022 12:00:00 AM,82.95
19K325,THE FRESH CREEK SCHOOL,5/9/2022 12:00:00 AM,85.27
19K328,P.S. 328 PHYLLIS WHEATLEY,5/9/2022 12:00:00 AM,83.39
19K345,P.S. 345 PATROLMAN ROBERT BOLDEN,5/9/2022 12:00:00 AM,90.75
19K346,P.S. 346 ABE STARK,5/9/2022 12:00:00 AM,84.45
19K364,I.S. 364 GATEWAY,5/9/2022 12:00:00 AM,91.75
19K404,ACADEMY FOR YOUNG WRITERS,5/9/2022 12:00:00 AM,68.51
19K409,EAST NEW YORK FAMILY ACADEMY,5/9/2022 12:00:00 AM,81.06
19K422,SPRING CREEK COMMUNITY SCHOOL,5/9/2022 12:00:00 AM,74.51
