SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
ALL,ALL,5/10/2022 12:00:00 AM,86.68
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG",5/10/2022 12:00:00 AM,89.69
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,5/10/2022 12:00:00 AM,86.76
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,5/10/2022 12:00:00 AM,84.49
17K548,BROOKLYN SCHOOL FOR MUSIC   THEATRE,5/10/2022 12:00:00 AM,74.09
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,5/10/2022 12:00:00 AM,36.76
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,5/10/2022 12:00:00 AM,91.42
17K600,CLARA BARTON HIGH SCHOOL,5/10/2022 12:00:00 AM,71.36
17K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,5/10/2022 12:00:00 AM,50.00
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,5/10/2022 12:00:00 AM,93.24
17K722,NEW HEIGHTS MIDDLE SCHOOL,5/10/2022 12:00:00 AM,94.83
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,5/10/2022 12:00:00 AM,89.66
17K751,ACADEMY FOR HEALTH CAREERS,5/10/2022 12:00:00 AM,69.54
17K770,P.S. 770 NEW AMERICAN ACADEMY,5/10/2022 12:00:00 AM,90.31
18K066,P.S. 66,5/10/2022 12:00:00 AM,92.77
18K068,I.S. 068 ISAAC BILDERSEE,5/10/2022 12:00:00 AM,87.71
18K114,P.S. 114 RYDER ELEMENTARY,5/10/2022 12:00:00 AM,86.01
18K115,P.S. 115 DANIEL MUCATEL SCHOOL,5/10/2022 12:00:00 AM,90.07
18K135,P.S. 135 SHELDON A. BROOKNER,5/10/2022 12:00:00 AM,91.31
18K208,P.S. 208 ELSA EBELING,5/10/2022 12:00:00 AM,90.37
18K211,I.S. 211 JOHN WILSON,5/10/2022 12:00:00 AM,87.96
18K219,P.S. 219 KENNEDY KING,5/10/2022 12:00:00 AM,88.02
18K233,P.S. 233 LANGSTON HUGHES,5/10/2022 12:00:00 AM,92.75
18K235,P.S. 235 JANICE MARIE KNIGHT SCHOOL,5/10/2022 12:00:00 AM,89.02
18K244,P.S. 244 RICHARD R. GREEN,5/10/2022 12:00:00 AM,91.44
