SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
ALL,ALL,6/7/2022 12:00:00 AM,72.70
01M292,ORCHARD COLLEGIATE ACADEMY,6/7/2022 12:00:00 AM,61.64
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,6/7/2022 12:00:00 AM,69.50
01M450,EAST SIDE COMMUNITY SCHOOL,6/7/2022 12:00:00 AM,100.00
01M458,FORSYTH SATELLITE ACADEMY,6/7/2022 12:00:00 AM,44.00
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,6/7/2022 12:00:00 AM,58.78
01M650,CASCADES HIGH SCHOOL,6/7/2022 12:00:00 AM,44.34
01M696,BARD HIGH SCHOOL EARLY COLLEGE,6/7/2022 12:00:00 AM,86.44
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,6/7/2022 12:00:00 AM,55.26
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,6/7/2022 12:00:00 AM,75.17
02M139,STEPHEN T. MATHER BUILDING ARTS   CRAFTSMANSHIP HI,6/7/2022 12:00:00 AM,62.43
02M260,THE CLINTON SCHOOL,6/7/2022 12:00:00 AM,81.04
02M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,6/7/2022 12:00:00 AM,70.43
02M282,URBAN ASSEMBLY MAKER ACADEMY,6/7/2022 12:00:00 AM,72.85
02M288,FOOD AND FINANCE HIGH SCHOOL,6/7/2022 12:00:00 AM,48.44
02M294,ESSEX STREET ACADEMY,6/7/2022 12:00:00 AM,80.20
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,6/7/2022 12:00:00 AM,64.97
02M298,PACE HIGH SCHOOL,6/7/2022 12:00:00 AM,52.93
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",6/7/2022 12:00:00 AM,58.50
02M303,"FACING HISTORY SCHOOL, THE",6/7/2022 12:00:00 AM,67.08
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",6/7/2022 12:00:00 AM,71.83
02M308,LOWER MANHATTAN ARTS ACADEMY,6/7/2022 12:00:00 AM,51.82
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION",6/7/2022 12:00:00 AM,26.81
02M316,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,",6/7/2022 12:00:00 AM,57.54
