SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
ALL,ALL,3/10/2022 12:00:00 AM,87.34
01M015,P.S. 015 ROBERTO CLEMENTE,3/10/2022 12:00:00 AM,88.82
01M019,P.S. 019 ASHER LEVY,3/10/2022 12:00:00 AM,84.69
01M020,P.S. 020 ANNA SILVER,3/10/2022 12:00:00 AM,90.23
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,3/10/2022 12:00:00 AM,87.87
01M063,THE STAR ACADEMY   P.S.63,3/10/2022 12:00:00 AM,88.04
01M064,P.S. 064 ROBERT SIMON,3/10/2022 12:00:00 AM,90.38
01M110,P.S. 110 FLORENCE NIGHTINGALE,3/10/2022 12:00:00 AM,95.54
01M134,P.S. 134 HENRIETTA SZOLD,3/10/2022 12:00:00 AM,90.00
01M140,P.S. 140 NATHAN STRAUS,3/10/2022 12:00:00 AM,80.71
01M142,P.S. 142 AMALIA CASTRO,3/10/2022 12:00:00 AM,90.34
01M184,P.S. 184M SHUANG WEN,3/10/2022 12:00:00 AM,97.63
01M188,P.S. 188 THE ISLAND SCHOOL,3/10/2022 12:00:00 AM,84.63
01M292,ORCHARD COLLEGIATE ACADEMY,3/10/2022 12:00:00 AM,78.16
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,3/10/2022 12:00:00 AM,92.90
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,3/10/2022 12:00:00 AM,68.25
01M361,THE CHILDREN S WORKSHOP SCHOOL,3/10/2022 12:00:00 AM,87.72
01M363,NEIGHBORHOOD SCHOOL,3/10/2022 12:00:00 AM,91.39
01M364,EARTH SCHOOL,3/10/2022 12:00:00 AM,88.65
01M378,SCHOOL FOR GLOBAL LEADERS,3/10/2022 12:00:00 AM,66.27
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,3/10/2022 12:00:00 AM,86.05
01M450,EAST SIDE COMMUNITY SCHOOL,3/10/2022 12:00:00 AM,100.00
01M458,FORSYTH SATELLITE ACADEMY,3/10/2022 12:00:00 AM,54.83
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,3/10/2022 12:00:00 AM,68.36
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH",3/10/2022 12:00:00 AM,93.49
01M650,CASCADES HIGH SCHOOL,3/10/2022 12:00:00 AM,36.84
01M696,BARD HIGH SCHOOL EARLY COLLEGE,3/10/2022 12:00:00 AM,88.22
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,3/10/2022 12:00:00 AM,82.51
02M001,P.S. 001 ALFRED E. SMITH,3/10/2022 12:00:00 AM,86.38
02M002,P.S. 002 MEYER LONDON,3/10/2022 12:00:00 AM,94.64
02M003,P.S. 003 CHARRETTE SCHOOL,3/10/2022 12:00:00 AM,94.55
02M006,P.S. 006 LILLIE D. BLAKE,3/10/2022 12:00:00 AM,96.49
02M011,P.S. 011 WILLIAM T. HARRIS,3/10/2022 12:00:00 AM,95.63
02M033,P.S. 033 CHELSEA PREP,3/10/2022 12:00:00 AM,92.27
02M040,P.S. 040 AUGUSTUS SAINT GAUDENS,3/10/2022 12:00:00 AM,97.15
02M041,P.S. 041 GREENWICH VILLAGE,3/10/2022 12:00:00 AM,96.55
02M042,P.S. 042 BENJAMIN ALTMAN,3/10/2022 12:00:00 AM,93.86
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,3/10/2022 12:00:00 AM,84.12
02M051,P.S. 051 ELIAS HOWE,3/10/2022 12:00:00 AM,94.08
02M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,3/10/2022 12:00:00 AM,95.66
02M077,P.S. 77 LOWER LAB SCHOOL,3/10/2022 12:00:00 AM,97.10
02M089,P.S. 89,3/10/2022 12:00:00 AM,97.34
02M104,J.H.S. 104 SIMON BARUCH,3/10/2022 12:00:00 AM,95.79
02M111,P.S. 111 ADOLPH S. OCHS,3/10/2022 12:00:00 AM,89.75
02M114,EAST SIDE MIDDLE SCHOOL,3/10/2022 12:00:00 AM,100.00
02M116,P.S. 116 MARY LINDLEY MURRAY,3/10/2022 12:00:00 AM,93.96
02M124,P.S. 124 YUNG WING,3/10/2022 12:00:00 AM,98.64
02M126,P.S. 126 JACOB AUGUST RIIS,3/10/2022 12:00:00 AM,95.97
02M130,P.S. 130 HERNANDO DE SOTO,3/10/2022 12:00:00 AM,98.44
02M131,M.S. 131,3/10/2022 12:00:00 AM,86.28
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,3/10/2022 12:00:00 AM,80.93
02M139,STEPHEN T. MATHER BUILDING ARTS   CRAFTSMANSHIP HI,3/10/2022 12:00:00 AM,73.64
02M150,P.S. 150,3/10/2022 12:00:00 AM,NS
02M151,YORKVILLE COMMUNITY SCHOOL,3/10/2022 12:00:00 AM,94.17
02M158,P.S. 158 BAYARD TAYLOR,3/10/2022 12:00:00 AM,97.38
02M167,J.H.S. 167 ROBERT F. WAGNER,3/10/2022 12:00:00 AM,88.84
02M177,YORKVILLE EAST MIDDLE SCHOOL,3/10/2022 12:00:00 AM,NS
02M183,P.S. 183 ROBERT L. STEVENSON,3/10/2022 12:00:00 AM,94.87
02M198,P.S. 198 ISADOR E. IDA STRAUS,3/10/2022 12:00:00 AM,95.27
02M212,P.S. 212 MIDTOWN WEST,3/10/2022 12:00:00 AM,94.77
02M217,P.S. I.S. 217 ROOSEVELT ISLAND,3/10/2022 12:00:00 AM,95.15
02M225,ELLA BAKER SCHOOL,3/10/2022 12:00:00 AM,89.34
02M234,P.S. 234 INDEPENDENCE SCHOOL,3/10/2022 12:00:00 AM,96.68
02M255,M.S. 255 SALK SCHOOL OF SCIENCE,3/10/2022 12:00:00 AM,96.14
02M260,THE CLINTON SCHOOL,3/10/2022 12:00:00 AM,95.03
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",3/10/2022 12:00:00 AM,96.29
02M276,BATTERY PARK CITY SCHOOL,3/10/2022 12:00:00 AM,95.47
02M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,3/10/2022 12:00:00 AM,84.78
02M281,THE RIVER SCHOOL,3/10/2022 12:00:00 AM,94.73
02M282,URBAN ASSEMBLY MAKER ACADEMY,3/10/2022 12:00:00 AM,82.30
02M288,FOOD AND FINANCE HIGH SCHOOL,3/10/2022 12:00:00 AM,70.74
02M289,I.S. 289,3/10/2022 12:00:00 AM,94.87
02M290,P.S. 290 MANHATTAN NEW SCHOOL,3/10/2022 12:00:00 AM,96.50
02M294,ESSEX STREET ACADEMY,3/10/2022 12:00:00 AM,85.66
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,3/10/2022 12:00:00 AM,76.39
02M297,M.S. 297,3/10/2022 12:00:00 AM,87.19
02M298,PACE HIGH SCHOOL,3/10/2022 12:00:00 AM,86.17
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",3/10/2022 12:00:00 AM,77.04
02M303,"FACING HISTORY SCHOOL, THE",3/10/2022 12:00:00 AM,77.46
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",3/10/2022 12:00:00 AM,76.75
02M308,LOWER MANHATTAN ARTS ACADEMY,3/10/2022 12:00:00 AM,60.94
02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,3/10/2022 12:00:00 AM,97.37
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION",3/10/2022 12:00:00 AM,54.10
02M316,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,",3/10/2022 12:00:00 AM,68.18
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,3/10/2022 12:00:00 AM,94.95
02M343,THE PECK SLIP SCHOOL,3/10/2022 12:00:00 AM,95.34
02M347,THE 47 AMERICAN SIGN LANGUAGE   ENGLISH LOWER SCHO,3/10/2022 12:00:00 AM,87.63
02M374,GRAMERCY ARTS HIGH SCHOOL,3/10/2022 12:00:00 AM,77.33
02M376,NYC ISCHOOL,3/10/2022 12:00:00 AM,NS
02M391,DISTRICT 2 PRE K CENTER,3/10/2022 12:00:00 AM,93.25
02M392,MANHATTAN BUSINESS ACADEMY,3/10/2022 12:00:00 AM,81.53
02M393,BUSINESS OF SPORTS SCHOOL,3/10/2022 12:00:00 AM,81.35
02M394,EMMA LAZARUS HIGH SCHOOL,3/10/2022 12:00:00 AM,92.14
02M397,SPRUCE STREET SCHOOL,3/10/2022 12:00:00 AM,94.17
02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,3/10/2022 12:00:00 AM,68.15
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,3/10/2022 12:00:00 AM,75.82
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,3/10/2022 12:00:00 AM,94.80
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,3/10/2022 12:00:00 AM,88.35
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,3/10/2022 12:00:00 AM,96.71
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,3/10/2022 12:00:00 AM,95.67
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,3/10/2022 12:00:00 AM,94.97
02M414,N.Y.C. MUSEUM SCHOOL,3/10/2022 12:00:00 AM,92.05
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,3/10/2022 12:00:00 AM,96.46
02M418,MILLENNIUM HIGH SCHOOL,3/10/2022 12:00:00 AM,95.96
02M419,LANDMARK HIGH SCHOOL,3/10/2022 12:00:00 AM,NS
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI,3/10/2022 12:00:00 AM,83.53
02M422,QUEST TO LEARN,3/10/2022 12:00:00 AM,87.70
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,3/10/2022 12:00:00 AM,75.81
02M427,MANHATTAN ACADEMY FOR ARTS   LANGUAGE,3/10/2022 12:00:00 AM,78.82
02M432,MURRAY HILL ACADEMY,3/10/2022 12:00:00 AM,79.42
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,3/10/2022 12:00:00 AM,73.40
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,3/10/2022 12:00:00 AM,88.57
02M439,MANHATTAN VILLAGE ACADEMY,3/10/2022 12:00:00 AM,95.17
02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",3/10/2022 12:00:00 AM,97.60
02M449,VANGUARD HIGH SCHOOL,3/10/2022 12:00:00 AM,76.41
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,3/10/2022 12:00:00 AM,86.19
02M475,STUYVESANT HIGH SCHOOL,3/10/2022 12:00:00 AM,96.94
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,3/10/2022 12:00:00 AM,84.69
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,3/10/2022 12:00:00 AM,70.60
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,3/10/2022 12:00:00 AM,NS
02M519,TALENT UNLIMITED HIGH SCHOOL,3/10/2022 12:00:00 AM,86.43
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,3/10/2022 12:00:00 AM,84.95
02M527,P.S. 527   EAST SIDE SCHOOL FOR SOCIAL ACTION,3/10/2022 12:00:00 AM,96.36
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,3/10/2022 12:00:00 AM,73.09
