SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
ALL,ALL,5/16/2022 12:00:00 AM,85.33
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,5/16/2022 12:00:00 AM,81.17
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,5/16/2022 12:00:00 AM,81.96
17K548,BROOKLYN SCHOOL FOR MUSIC   THEATRE,5/16/2022 12:00:00 AM,76.01
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,5/16/2022 12:00:00 AM,39.70
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,5/16/2022 12:00:00 AM,88.09
17K600,CLARA BARTON HIGH SCHOOL,5/16/2022 12:00:00 AM,72.88
17K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,5/16/2022 12:00:00 AM,45.18
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,5/16/2022 12:00:00 AM,75.33
17K722,NEW HEIGHTS MIDDLE SCHOOL,5/16/2022 12:00:00 AM,91.54
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,5/16/2022 12:00:00 AM,90.42
17K751,ACADEMY FOR HEALTH CAREERS,5/16/2022 12:00:00 AM,64.87
17K770,P.S. 770 NEW AMERICAN ACADEMY,5/16/2022 12:00:00 AM,86.06
18K066,P.S. 66,5/16/2022 12:00:00 AM,90.25
18K068,I.S. 068 ISAAC BILDERSEE,5/16/2022 12:00:00 AM,91.73
18K114,P.S. 114 RYDER ELEMENTARY,5/16/2022 12:00:00 AM,84.96
18K115,P.S. 115 DANIEL MUCATEL SCHOOL,5/16/2022 12:00:00 AM,91.78
18K135,P.S. 135 SHELDON A. BROOKNER,5/16/2022 12:00:00 AM,87.15
18K208,P.S. 208 ELSA EBELING,5/16/2022 12:00:00 AM,90.03
18K211,I.S. 211 JOHN WILSON,5/16/2022 12:00:00 AM,87.50
18K219,P.S. 219 KENNEDY KING,5/16/2022 12:00:00 AM,87.41
18K233,P.S. 233 LANGSTON HUGHES,5/16/2022 12:00:00 AM,84.48
18K235,P.S. 235 JANICE MARIE KNIGHT SCHOOL,5/16/2022 12:00:00 AM,87.56
18K244,P.S. 244 RICHARD R. GREEN,5/16/2022 12:00:00 AM,89.83
18K268,P.S. 268 EMMA LAZARUS,5/16/2022 12:00:00 AM,88.09
18K272,P.S. 272 CURTIS ESTABROOK,5/16/2022 12:00:00 AM,82.59
18K276,P.S. 276 LOUIS MARSHALL,5/16/2022 12:00:00 AM,89.25
18K279,P.S. 279 HERMAN SCHREIBER,5/16/2022 12:00:00 AM,86.59
18K285,I.S. 285 MEYER LEVIN,5/16/2022 12:00:00 AM,85.83
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,5/16/2022 12:00:00 AM,91.76
18K563,IT TAKES A VILLAGE ACADEMY,5/16/2022 12:00:00 AM,77.00
