SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
ALL,ALL,3/3/2022 12:00:00 AM,81.49
01M015,P.S. 015 ROBERTO CLEMENTE,3/3/2022 12:00:00 AM,60.89
01M019,P.S. 019 ASHER LEVY,3/3/2022 12:00:00 AM,61.20
01M020,P.S. 020 ANNA SILVER,3/3/2022 12:00:00 AM,62.72
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,3/3/2022 12:00:00 AM,53.81
01M063,THE STAR ACADEMY   P.S.63,3/3/2022 12:00:00 AM,59.23
01M064,P.S. 064 ROBERT SIMON,3/3/2022 12:00:00 AM,51.92
01M110,P.S. 110 FLORENCE NIGHTINGALE,3/3/2022 12:00:00 AM,75.15
01M134,P.S. 134 HENRIETTA SZOLD,3/3/2022 12:00:00 AM,51.66
01M140,P.S. 140 NATHAN STRAUS,3/3/2022 12:00:00 AM,52.21
01M142,P.S. 142 AMALIA CASTRO,3/3/2022 12:00:00 AM,63.98
01M184,P.S. 184M SHUANG WEN,3/3/2022 12:00:00 AM,93.61
01M188,P.S. 188 THE ISLAND SCHOOL,3/3/2022 12:00:00 AM,49.12
01M292,ORCHARD COLLEGIATE ACADEMY,3/3/2022 12:00:00 AM,77.30
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,3/3/2022 12:00:00 AM,83.49
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,3/3/2022 12:00:00 AM,86.84
01M361,THE CHILDREN S WORKSHOP SCHOOL,3/3/2022 12:00:00 AM,84.47
01M363,NEIGHBORHOOD SCHOOL,3/3/2022 12:00:00 AM,95.90
01M364,EARTH SCHOOL,3/3/2022 12:00:00 AM,73.94
01M378,SCHOOL FOR GLOBAL LEADERS,3/3/2022 12:00:00 AM,83.43
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,3/3/2022 12:00:00 AM,81.13
01M450,EAST SIDE COMMUNITY SCHOOL,3/3/2022 12:00:00 AM,99.85
01M458,FORSYTH SATELLITE ACADEMY,3/3/2022 12:00:00 AM,44.44
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,3/3/2022 12:00:00 AM,68.44
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH",3/3/2022 12:00:00 AM,95.20
01M650,CASCADES HIGH SCHOOL,3/3/2022 12:00:00 AM,43.10
01M696,BARD HIGH SCHOOL EARLY COLLEGE,3/3/2022 12:00:00 AM,89.07
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,3/3/2022 12:00:00 AM,95.39
02M001,P.S. 001 ALFRED E. SMITH,3/3/2022 12:00:00 AM,73.93
02M002,P.S. 002 MEYER LONDON,3/3/2022 12:00:00 AM,81.51
02M003,P.S. 003 CHARRETTE SCHOOL,3/3/2022 12:00:00 AM,88.36
02M006,P.S. 006 LILLIE D. BLAKE,3/3/2022 12:00:00 AM,93.35
02M011,P.S. 011 WILLIAM T. HARRIS,3/3/2022 12:00:00 AM,88.55
02M033,P.S. 033 CHELSEA PREP,3/3/2022 12:00:00 AM,80.75
02M040,P.S. 040 AUGUSTUS SAINT GAUDENS,3/3/2022 12:00:00 AM,94.65
02M041,P.S. 041 GREENWICH VILLAGE,3/3/2022 12:00:00 AM,93.71
02M042,P.S. 042 BENJAMIN ALTMAN,3/3/2022 12:00:00 AM,93.85
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,3/3/2022 12:00:00 AM,75.10
02M051,P.S. 051 ELIAS HOWE,3/3/2022 12:00:00 AM,73.63
02M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,3/3/2022 12:00:00 AM,90.22
02M077,P.S. 77 LOWER LAB SCHOOL,3/3/2022 12:00:00 AM,96.24
02M089,P.S. 89,3/3/2022 12:00:00 AM,95.28
02M104,J.H.S. 104 SIMON BARUCH,3/3/2022 12:00:00 AM,96.12
02M111,P.S. 111 ADOLPH S. OCHS,3/3/2022 12:00:00 AM,77.03
02M114,EAST SIDE MIDDLE SCHOOL,3/3/2022 12:00:00 AM,96.43
02M116,P.S. 116 MARY LINDLEY MURRAY,3/3/2022 12:00:00 AM,86.12
02M124,P.S. 124 YUNG WING,3/3/2022 12:00:00 AM,97.63
02M126,P.S. 126 JACOB AUGUST RIIS,3/3/2022 12:00:00 AM,97.47
02M130,P.S. 130 HERNANDO DE SOTO,3/3/2022 12:00:00 AM,94.38
02M131,M.S. 131,3/3/2022 12:00:00 AM,93.80
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,3/3/2022 12:00:00 AM,77.11
02M139,STEPHEN T. MATHER BUILDING ARTS   CRAFTSMANSHIP HI,3/3/2022 12:00:00 AM,76.41
02M150,P.S. 150,3/3/2022 12:00:00 AM,94.57
02M151,YORKVILLE COMMUNITY SCHOOL,3/3/2022 12:00:00 AM,87.83
02M158,P.S. 158 BAYARD TAYLOR,3/3/2022 12:00:00 AM,94.48
02M167,J.H.S. 167 ROBERT F. WAGNER,3/3/2022 12:00:00 AM,94.82
02M177,YORKVILLE EAST MIDDLE SCHOOL,3/3/2022 12:00:00 AM,NS
02M183,P.S. 183 ROBERT L. STEVENSON,3/3/2022 12:00:00 AM,97.24
02M198,P.S. 198 ISADOR E. IDA STRAUS,3/3/2022 12:00:00 AM,87.50
02M212,P.S. 212 MIDTOWN WEST,3/3/2022 12:00:00 AM,83.21
02M217,P.S. I.S. 217 ROOSEVELT ISLAND,3/3/2022 12:00:00 AM,91.96
02M225,ELLA BAKER SCHOOL,3/3/2022 12:00:00 AM,89.69
02M234,P.S. 234 INDEPENDENCE SCHOOL,3/3/2022 12:00:00 AM,96.68
02M255,M.S. 255 SALK SCHOOL OF SCIENCE,3/3/2022 12:00:00 AM,98.51
02M260,THE CLINTON SCHOOL,3/3/2022 12:00:00 AM,95.68
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",3/3/2022 12:00:00 AM,95.23
02M276,BATTERY PARK CITY SCHOOL,3/3/2022 12:00:00 AM,95.31
02M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,3/3/2022 12:00:00 AM,80.91
02M281,THE RIVER SCHOOL,3/3/2022 12:00:00 AM,96.91
02M282,URBAN ASSEMBLY MAKER ACADEMY,3/3/2022 12:00:00 AM,78.21
02M288,FOOD AND FINANCE HIGH SCHOOL,3/3/2022 12:00:00 AM,67.45
02M289,I.S. 289,3/3/2022 12:00:00 AM,97.00
02M290,P.S. 290 MANHATTAN NEW SCHOOL,3/3/2022 12:00:00 AM,92.80
