SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
ALL,ALL,6/23/2022 12:00:00 AM,82.80
01M015,P.S. 015 ROBERTO CLEMENTE,6/23/2022 12:00:00 AM,70.32
01M019,P.S. 019 ASHER LEVY,6/23/2022 12:00:00 AM,72.13
01M020,P.S. 020 ANNA SILVER,6/23/2022 12:00:00 AM,70.23
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,6/23/2022 12:00:00 AM,68.56
01M063,THE STAR ACADEMY   P.S.63,6/23/2022 12:00:00 AM,84.04
01M064,P.S. 064 ROBERT SIMON,6/23/2022 12:00:00 AM,62.25
01M110,P.S. 110 FLORENCE NIGHTINGALE,6/23/2022 12:00:00 AM,79.93
01M134,P.S. 134 HENRIETTA SZOLD,6/23/2022 12:00:00 AM,69.27
01M140,P.S. 140 NATHAN STRAUS,6/23/2022 12:00:00 AM,67.25
01M142,P.S. 142 AMALIA CASTRO,6/23/2022 12:00:00 AM,80.36
01M184,P.S. 184M SHUANG WEN,6/23/2022 12:00:00 AM,94.88
01M188,P.S. 188 THE ISLAND SCHOOL,6/23/2022 12:00:00 AM,71.96
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,6/23/2022 12:00:00 AM,90.29
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,6/23/2022 12:00:00 AM,69.89
01M361,THE CHILDREN S WORKSHOP SCHOOL,6/23/2022 12:00:00 AM,90.40
01M363,NEIGHBORHOOD SCHOOL,6/23/2022 12:00:00 AM,90.53
01M364,EARTH SCHOOL,6/23/2022 12:00:00 AM,87.76
01M378,SCHOOL FOR GLOBAL LEADERS,6/23/2022 12:00:00 AM,NS
01M450,EAST SIDE COMMUNITY SCHOOL,6/23/2022 12:00:00 AM,100.00
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH",6/23/2022 12:00:00 AM,88.16
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,6/23/2022 12:00:00 AM,89.63
02M001,P.S. 001 ALFRED E. SMITH,6/23/2022 12:00:00 AM,74.76
02M002,P.S. 002 MEYER LONDON,6/23/2022 12:00:00 AM,91.38
02M003,P.S. 003 CHARRETTE SCHOOL,6/23/2022 12:00:00 AM,92.37
02M006,P.S. 006 LILLIE D. BLAKE,6/23/2022 12:00:00 AM,91.95
02M011,P.S. 011 WILLIAM T. HARRIS,6/23/2022 12:00:00 AM,89.42
02M033,P.S. 033 CHELSEA PREP,6/23/2022 12:00:00 AM,80.19
02M040,P.S. 040 AUGUSTUS SAINT GAUDENS,6/23/2022 12:00:00 AM,95.30
02M041,P.S. 041 GREENWICH VILLAGE,6/23/2022 12:00:00 AM,91.12
02M042,P.S. 042 BENJAMIN ALTMAN,6/23/2022 12:00:00 AM,93.88
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,6/23/2022 12:00:00 AM,NS
02M051,P.S. 051 ELIAS HOWE,6/23/2022 12:00:00 AM,79.24
02M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,6/23/2022 12:00:00 AM,94.38
02M077,P.S. 77 LOWER LAB SCHOOL,6/23/2022 12:00:00 AM,97.38
02M089,P.S. 89,6/23/2022 12:00:00 AM,92.33
