SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
ALL,ALL,4/26/2022 12:00:00 AM,88.41
01M015,P.S. 015 ROBERTO CLEMENTE,4/26/2022 12:00:00 AM,83.42
01M019,P.S. 019 ASHER LEVY,4/26/2022 12:00:00 AM,86.33
01M020,P.S. 020 ANNA SILVER,4/26/2022 12:00:00 AM,87.68
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,4/26/2022 12:00:00 AM,84.09
01M063,THE STAR ACADEMY   P.S.63,4/26/2022 12:00:00 AM,86.81
01M064,P.S. 064 ROBERT SIMON,4/26/2022 12:00:00 AM,87.92
01M110,P.S. 110 FLORENCE NIGHTINGALE,4/26/2022 12:00:00 AM,95.25
01M134,P.S. 134 HENRIETTA SZOLD,4/26/2022 12:00:00 AM,86.81
01M140,P.S. 140 NATHAN STRAUS,4/26/2022 12:00:00 AM,85.58
01M142,P.S. 142 AMALIA CASTRO,4/26/2022 12:00:00 AM,91.64
01M184,P.S. 184M SHUANG WEN,4/26/2022 12:00:00 AM,95.69
01M188,P.S. 188 THE ISLAND SCHOOL,4/26/2022 12:00:00 AM,94.65
01M292,ORCHARD COLLEGIATE ACADEMY,4/26/2022 12:00:00 AM,83.33
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,4/26/2022 12:00:00 AM,94.80
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,4/26/2022 12:00:00 AM,84.04
01M361,THE CHILDREN S WORKSHOP SCHOOL,4/26/2022 12:00:00 AM,89.78
01M363,NEIGHBORHOOD SCHOOL,4/26/2022 12:00:00 AM,88.47
01M364,EARTH SCHOOL,4/26/2022 12:00:00 AM,90.75
01M378,SCHOOL FOR GLOBAL LEADERS,4/26/2022 12:00:00 AM,92.85
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,4/26/2022 12:00:00 AM,80.03
01M450,EAST SIDE COMMUNITY SCHOOL,4/26/2022 12:00:00 AM,100.00
01M458,FORSYTH SATELLITE ACADEMY,4/26/2022 12:00:00 AM,NS
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,4/26/2022 12:00:00 AM,63.92
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH",4/26/2022 12:00:00 AM,93.61
01M650,CASCADES HIGH SCHOOL,4/26/2022 12:00:00 AM,38.40
01M696,BARD HIGH SCHOOL EARLY COLLEGE,4/26/2022 12:00:00 AM,84.95
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,4/26/2022 12:00:00 AM,92.98
02M001,P.S. 001 ALFRED E. SMITH,4/26/2022 12:00:00 AM,94.36
02M002,P.S. 002 MEYER LONDON,4/26/2022 12:00:00 AM,94.39
02M003,P.S. 003 CHARRETTE SCHOOL,4/26/2022 12:00:00 AM,90.76
02M006,P.S. 006 LILLIE D. BLAKE,4/26/2022 12:00:00 AM,95.27
02M011,P.S. 011 WILLIAM T. HARRIS,4/26/2022 12:00:00 AM,93.13
02M033,P.S. 033 CHELSEA PREP,4/26/2022 12:00:00 AM,92.64
02M040,P.S. 040 AUGUSTUS SAINT GAUDENS,4/26/2022 12:00:00 AM,95.99
02M041,P.S. 041 GREENWICH VILLAGE,4/26/2022 12:00:00 AM,93.54
02M042,P.S. 042 BENJAMIN ALTMAN,4/26/2022 12:00:00 AM,95.42
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,4/26/2022 12:00:00 AM,80.43
02M051,P.S. 051 ELIAS HOWE,4/26/2022 12:00:00 AM,92.18
02M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,4/26/2022 12:00:00 AM,92.35
02M077,P.S. 77 LOWER LAB SCHOOL,4/26/2022 12:00:00 AM,95.63
02M089,P.S. 89,4/26/2022 12:00:00 AM,96.18
02M104,J.H.S. 104 SIMON BARUCH,4/26/2022 12:00:00 AM,94.91
02M111,P.S. 111 ADOLPH S. OCHS,4/26/2022 12:00:00 AM,93.55
02M114,EAST SIDE MIDDLE SCHOOL,4/26/2022 12:00:00 AM,96.42
02M116,P.S. 116 MARY LINDLEY MURRAY,4/26/2022 12:00:00 AM,93.89
02M124,P.S. 124 YUNG WING,4/26/2022 12:00:00 AM,97.97
02M126,P.S. 126 JACOB AUGUST RIIS,4/26/2022 12:00:00 AM,95.29
02M130,P.S. 130 HERNANDO DE SOTO,4/26/2022 12:00:00 AM,96.73
02M131,M.S. 131,4/26/2022 12:00:00 AM,94.66
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,4/26/2022 12:00:00 AM,84.36
02M139,STEPHEN T. MATHER BUILDING ARTS   CRAFTSMANSHIP HI,4/26/2022 12:00:00 AM,72.60
02M150,P.S. 150,4/26/2022 12:00:00 AM,92.25
02M151,YORKVILLE COMMUNITY SCHOOL,4/26/2022 12:00:00 AM,93.27
02M158,P.S. 158 BAYARD TAYLOR,4/26/2022 12:00:00 AM,94.91
02M167,J.H.S. 167 ROBERT F. WAGNER,4/26/2022 12:00:00 AM,96.49
02M177,YORKVILLE EAST MIDDLE SCHOOL,4/26/2022 12:00:00 AM,94.54
02M183,P.S. 183 ROBERT L. STEVENSON,4/26/2022 12:00:00 AM,96.45
02M198,P.S. 198 ISADOR E. IDA STRAUS,4/26/2022 12:00:00 AM,93.34
02M212,P.S. 212 MIDTOWN WEST,4/26/2022 12:00:00 AM,96.87
02M217,P.S. I.S. 217 ROOSEVELT ISLAND,4/26/2022 12:00:00 AM,93.18
02M225,ELLA BAKER SCHOOL,4/26/2022 12:00:00 AM,89.43
02M234,P.S. 234 INDEPENDENCE SCHOOL,4/26/2022 12:00:00 AM,94.29
02M255,M.S. 255 SALK SCHOOL OF SCIENCE,4/26/2022 12:00:00 AM,94.98
02M260,THE CLINTON SCHOOL,4/26/2022 12:00:00 AM,92.93
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",4/26/2022 12:00:00 AM,94.75
02M276,BATTERY PARK CITY SCHOOL,4/26/2022 12:00:00 AM,93.82
02M281,THE RIVER SCHOOL,4/26/2022 12:00:00 AM,93.23
02M282,URBAN ASSEMBLY MAKER ACADEMY,4/26/2022 12:00:00 AM,81.23
02M288,FOOD AND FINANCE HIGH SCHOOL,4/26/2022 12:00:00 AM,66.34
02M289,I.S. 289,4/26/2022 12:00:00 AM,96.56
02M290,P.S. 290 MANHATTAN NEW SCHOOL,4/26/2022 12:00:00 AM,93.49
