SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
ALL,ALL,5/3/2022 12:00:00 AM,85.91
01M015,P.S. 015 ROBERTO CLEMENTE,5/3/2022 12:00:00 AM,89.50
01M019,P.S. 019 ASHER LEVY,5/3/2022 12:00:00 AM,90.16
01M020,P.S. 020 ANNA SILVER,5/3/2022 12:00:00 AM,85.02
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,5/3/2022 12:00:00 AM,78.78
01M063,THE STAR ACADEMY   P.S.63,5/3/2022 12:00:00 AM,87.91
01M064,P.S. 064 ROBERT SIMON,5/3/2022 12:00:00 AM,82.60
01M110,P.S. 110 FLORENCE NIGHTINGALE,5/3/2022 12:00:00 AM,86.03
01M134,P.S. 134 HENRIETTA SZOLD,5/3/2022 12:00:00 AM,85.71
01M140,P.S. 140 NATHAN STRAUS,5/3/2022 12:00:00 AM,85.88
01M142,P.S. 142 AMALIA CASTRO,5/3/2022 12:00:00 AM,87.76
01M184,P.S. 184M SHUANG WEN,5/3/2022 12:00:00 AM,96.95
01M188,P.S. 188 THE ISLAND SCHOOL,5/3/2022 12:00:00 AM,81.72
01M292,ORCHARD COLLEGIATE ACADEMY,5/3/2022 12:00:00 AM,77.14
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,5/3/2022 12:00:00 AM,92.53
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,5/3/2022 12:00:00 AM,82.44
01M361,THE CHILDREN S WORKSHOP SCHOOL,5/3/2022 12:00:00 AM,86.81
01M363,NEIGHBORHOOD SCHOOL,5/3/2022 12:00:00 AM,85.59
01M364,EARTH SCHOOL,5/3/2022 12:00:00 AM,89.12
01M378,SCHOOL FOR GLOBAL LEADERS,5/3/2022 12:00:00 AM,83.78
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,5/3/2022 12:00:00 AM,84.78
01M450,EAST SIDE COMMUNITY SCHOOL,5/3/2022 12:00:00 AM,100.00
01M458,FORSYTH SATELLITE ACADEMY,5/3/2022 12:00:00 AM,56.93
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,5/3/2022 12:00:00 AM,62.28
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH",5/3/2022 12:00:00 AM,92.20
01M650,CASCADES HIGH SCHOOL,5/3/2022 12:00:00 AM,47.24
01M696,BARD HIGH SCHOOL EARLY COLLEGE,5/3/2022 12:00:00 AM,85.83
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,5/3/2022 12:00:00 AM,92.98
02M001,P.S. 001 ALFRED E. SMITH,5/3/2022 12:00:00 AM,89.67
02M002,P.S. 002 MEYER LONDON,5/3/2022 12:00:00 AM,92.43
02M003,P.S. 003 CHARRETTE SCHOOL,5/3/2022 12:00:00 AM,90.78
02M006,P.S. 006 LILLIE D. BLAKE,5/3/2022 12:00:00 AM,94.23
02M011,P.S. 011 WILLIAM T. HARRIS,5/3/2022 12:00:00 AM,92.29
02M033,P.S. 033 CHELSEA PREP,5/3/2022 12:00:00 AM,92.21
02M040,P.S. 040 AUGUSTUS SAINT GAUDENS,5/3/2022 12:00:00 AM,93.00
02M041,P.S. 041 GREENWICH VILLAGE,5/3/2022 12:00:00 AM,94.35
02M042,P.S. 042 BENJAMIN ALTMAN,5/3/2022 12:00:00 AM,91.84
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,5/3/2022 12:00:00 AM,87.82
02M051,P.S. 051 ELIAS HOWE,5/3/2022 12:00:00 AM,90.04
