SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
ALL,ALL,4/25/2022 12:00:00 AM,86.50
01M015,P.S. 015 ROBERTO CLEMENTE,4/25/2022 12:00:00 AM,82.87
01M019,P.S. 019 ASHER LEVY,4/25/2022 12:00:00 AM,89.61
01M020,P.S. 020 ANNA SILVER,4/25/2022 12:00:00 AM,84.22
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,4/25/2022 12:00:00 AM,78.40
01M063,THE STAR ACADEMY   P.S.63,4/25/2022 12:00:00 AM,82.87
01M064,P.S. 064 ROBERT SIMON,4/25/2022 12:00:00 AM,79.22
01M110,P.S. 110 FLORENCE NIGHTINGALE,4/25/2022 12:00:00 AM,87.85
01M134,P.S. 134 HENRIETTA SZOLD,4/25/2022 12:00:00 AM,80.76
01M140,P.S. 140 NATHAN STRAUS,4/25/2022 12:00:00 AM,82.05
01M142,P.S. 142 AMALIA CASTRO,4/25/2022 12:00:00 AM,87.46
01M184,P.S. 184M SHUANG WEN,4/25/2022 12:00:00 AM,95.13
01M188,P.S. 188 THE ISLAND SCHOOL,4/25/2022 12:00:00 AM,79.64
01M292,ORCHARD COLLEGIATE ACADEMY,4/25/2022 12:00:00 AM,78.09
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,4/25/2022 12:00:00 AM,87.66
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,4/25/2022 12:00:00 AM,80.31
01M361,THE CHILDREN S WORKSHOP SCHOOL,4/25/2022 12:00:00 AM,83.27
01M363,NEIGHBORHOOD SCHOOL,4/25/2022 12:00:00 AM,83.12
01M364,EARTH SCHOOL,4/25/2022 12:00:00 AM,89.49
01M378,SCHOOL FOR GLOBAL LEADERS,4/25/2022 12:00:00 AM,89.94
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,4/25/2022 12:00:00 AM,81.22
01M450,EAST SIDE COMMUNITY SCHOOL,4/25/2022 12:00:00 AM,100.00
01M458,FORSYTH SATELLITE ACADEMY,4/25/2022 12:00:00 AM,48.61
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,4/25/2022 12:00:00 AM,63.50
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH",4/25/2022 12:00:00 AM,92.87
